Climate Zone,count,mean,std,min,25%,50%,75%,max
A - Tropical,229552.0,25.561084747314453,4.694962978363037,3.987225294113159,22.47467041015625,26.32202911376953,29.37037467956543,39.59547805786133
B - Arid,204164.0,15.789206504821777,10.098374366760254,0.39542335271835327,4.574769973754883,19.1507568359375,24.230602264404297,77.25582122802734
C - Temperate,146896.0,15.175386428833008,8.831086158752441,0.5556045174598694,6.55268669128418,15.745038986206055,22.418209075927734,54.473388671875
D - Continental,451884.0,2.9770591259002686,1.6184247732162476,0.35304415225982666,1.7631486654281616,3.1376147270202637,3.527822971343994,71.46842956542969
E - Polar,50795.0,3.670145273208618,4.6015143394470215,0.22939378023147583,1.9516589641571045,3.055776596069336,3.553330659866333,78.56636810302734
